,school_name,state_name_latest_available_year,school_id_nces_assigned_latest_available_year,county_name,mailing_address_3,location_zip,magnet_school,shared_time_school,urban_centric_locale,school_wide_title_i,state_agency_id,state_school_id
182,BALTIMORE LEADERSHIP SCHOOL FOR YOUNG WOMEN,Maryland,240009001682,Baltimore city,†,21201,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300348
183,BALTIMORE MONTESSORI PUBLIC CHARTER SCHOOL,Maryland,240009001657,Baltimore city,†,21202,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300336
184,BALTIMORE POLYTECHNIC INSTITUTE,Maryland,240009000151,Baltimore city,†,21209,2-No,2-No,11-City: Large,†,MD-30,MD-30-300403
185,BALTIMORE SCHOOL FOR THE ARTS,Maryland,240009001391,Baltimore city,†,21201,2-No,2-No,11-City: Large,†,MD-30,MD-30-300415
186,BANCROFT ES AT SHARPE,District of Columbia,110003000120,District of Columbia,†,20010,†,–,11-City: Large,–,DC-001,DC-001-204
187,BANNEKER BLAKE ACADEMY FOR ARTS AND SCIENCES,MARYLAND,240009001733,Baltimore city,†,21212,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300357
188,BANNEKER ELEM,Virginia,510225000911,Loudoun County,†,20117,2-No,2-No,42-Rural: Distant,†,VA-053,VA-053-0530650
189,BANNOCKBURN ELEMENTARY,Maryland,240048000779,Montgomery County,†,20817,2-No,2-No,13-City: Small,†,MD-15,MD-15-150420
190,BARACK OBAMA ELEMENTARY,Maryland,240051001697,Prince George's County,†,20772,2-No,2-No,21-Suburb: Large,†,MD-16,MD-16-161518
191,BARACK OBAMA ELEMENTARY,Virginia,510324000381,Richmond city,†,23222,2-No,2-No,12-City: Mid-size,1-Yes,VA-123,VA-123-1230390
192,BARBARA INGRAM SCHOOL FOR THE ARTS,Maryland,240066001674,Washington County,†,21740,1-Yes,2-No,13-City: Small,†,MD-21,MD-21-210040
193,BARCLAY ELEMENTARY/MIDDLE,Maryland,240009000152,Baltimore city,†,21218,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300054
194,BARCROFT ELEM,Virginia,510027000083,Arlington County,†,22204,2-No,2-No,12-City: Mid-size,1-Yes,VA-007,VA-007-0070150
195,BARD HIGH SCHOOL EARLY COLLEGE,MARYLAND,240009001735,Baltimore city,†,21216,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300362
196,BARNABY MANOR ELEMENTARY,Maryland,240051000974,Prince George's County,†,20745,2-No,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-161219
197,BARNARD ES,District of Columbia,110003000119,District of Columbia,†,20011,†,–,11-City: Large,–,DC-001,DC-001-205
198,BARRETT ELEM,Virginia,510027000084,Arlington County,†,22203,2-No,2-No,12-City: Mid-size,1-Yes,VA-007,VA-007-0070250
199,BARRON ELEM,Virginia,510180000729,Hampton city,†,23669,2-No,2-No,12-City: Mid-size,†,VA-112,VA-112-1120330
200,BARSTOW ELEMENTARY,Maryland,240015001655,Calvert County,†,20678,2-No,2-No,41-Rural: Fringe,2-No,MD-04,MD-04-040208
201,BASIS DC PCS,District of Columbia,110008300443,District of Columbia,†,20004,†,–,11-City: Large,–,DC-168,DC-168-3068
202,BASS-HOOVER ELEM,Virginia,510147000647,Frederick County,†,22655,2-No,2-No,23-Suburb: Small,2-No,VA-034,VA-034-0340020
203,BASSETT HIGH,Virginia,510192000837,Henry County,†,24055,2-No,2-No,41-Rural: Fringe,†,VA-044,VA-044-0440010
204,BATH COUNTY HIGH,Virginia,510033000139,Bath County,†,24445,2-No,2-No,43-Rural: Remote,†,VA-009,VA-009-0090140
205,BATTLE GROVE ELEMENTARY,Maryland,240012000345,Baltimore County,†,21222,2-No,2-No,21-Suburb: Large,1-Yes,MD-03,MD-03-031517
206,BATTLE MONUMENT SCHOOL,Maryland,240012000346,Baltimore County,†,21222,2-No,2-No,21-Suburb: Large,1-Yes,MD-03,MD-03-031215
207,BATTLEFIELD ELEM,Virginia,510364001584,Spotsylvania County,†,22407,2-No,2-No,22-Suburb: Mid-size,2-No,VA-088,VA-088-0880010
208,BATTLEFIELD HIGH,Virginia,510313002457,Prince William County,†,20169,1-Yes,2-No,21-Suburb: Large,†,VA-075,VA-075-0750290
209,BATTLEFIELD MIDDLE,Virginia,510364001585,Spotsylvania County,†,22407,2-No,2-No,22-Suburb: Mid-size,†,VA-088,VA-088-0880050
210,BATTLEFIELD PARK ELEM,Virginia,510183000764,Hanover County,†,23111,2-No,2-No,41-Rural: Fringe,†,VA-042,VA-042-0420360
211,BAY VIEW ELEM,Virginia,510267001081,Norfolk city,†,23503,2-No,2-No,12-City: Mid-size,1-Yes,VA-118,VA-118-1180250
212,BAY VIEW ELEMENTARY,Maryland,240024000557,Cecil County,†,21901,2-No,2-No,41-Rural: Fringe,1-Yes,MD-07,MD-07-070510
213,BAY-BROOK ELEMENTARY/MIDDLE,Maryland,240009000154,Baltimore city,†,21225,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300124
214,BAYARD RUSTIN ELEMENTARY,MARYLAND,240048001747,Montgomery County,†,20852,2-No,2-No,13-City: Small,†,MD-15,MD-15-150346
215,BAYSIDE 6TH GRADE CAMPUS,VIRGINIA,510384002979,Virginia Beach city,†,23462,2-No,2-No,11-City: Large,1-Yes,VA-128,VA-128-1280115
216,BAYSIDE ELEM,Virginia,510384001674,Virginia Beach city,†,23455,2-No,2-No,11-City: Large,†,VA-128,VA-128-1280280
217,BAYSIDE ELEMENTARY SCHOOL,Maryland,240054000202,Queen Anne's County,†,21666,2-No,2-No,21-Suburb: Large,†,MD-17,MD-17-170403
218,BAYSIDE HIGH,Virginia,510384001675,Virginia Beach city,†,23455,1-Yes,2-No,11-City: Large,†,VA-128,VA-128-1280530
219,BAYSIDE MIDDLE,Virginia,510384001676,Virginia Beach city,†,23462,2-No,2-No,11-City: Large,1-Yes,VA-128,VA-128-1280700
220,BCDC EDUCATIONAL CENTER,Maryland,240012001711,Baltimore County,†,21204,2-No,2-No,13-City: Small,†,MD-03,MD-03-030077
221,BEACH ELEMENTARY,Maryland,240015000505,Calvert County,†,20732,2-No,2-No,31-Town: Fringe,†,MD-04,MD-04-040302
222,BEACON HEIGHTS ELEMENTARY,Maryland,240051000975,Prince George's County,†,20737,2-No,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-161907
223,BEALL ELEMENTARY,Maryland,240048000947,Montgomery County,†,20850,2-No,2-No,13-City: Small,†,MD-15,MD-15-150207
224,BEALL ELEMENTARY,Maryland,240003000003,Allegany County,†,21532,2-No,2-No,23-Suburb: Small,1-Yes,MD-01,MD-01-012801
225,BEAR CREEK ELEMENTARY,Maryland,240012000347,Baltimore County,†,21222,2-No,2-No,21-Suburb: Large,1-Yes,MD-03,MD-03-031206
226,BEAVER RUN SCHOOL,Maryland,240069001298,Wicomico County,†,21804,2-No,2-No,41-Rural: Fringe,1-Yes,MD-22,MD-22-220514
227,BEAVERDAM ELEM,Virginia,510183000765,Hanover County,†,23015,2-No,2-No,42-Rural: Distant,†,VA-042,VA-042-0420020
228,BEDFORD COUNTY ALTERNATIVE EDUCATION CENTER,Virginia,510036002961,Bedford County,†,24523,2-No,1-Yes,32-Town: Distant,†,VA-010,VA-010-0105632
229,BEDFORD ELEM,Virginia,510036002141,Bedford County,†,24523,2-No,2-No,32-Town: Distant,1-Yes,VA-010,VA-010-0100480
230,BEDFORD ELEMENTARY,Maryland,240012000348,Baltimore County,†,21208,2-No,2-No,21-Suburb: Large,1-Yes,MD-03,MD-03-030303
231,BEDFORD HILLS ELEM,Virginia,510234000952,Lynchburg city,†,24503,2-No,2-No,13-City: Small,1-Yes,VA-115,VA-115-1150290
232,BEDFORD PRIMARY,Virginia,510036000144,Bedford County,†,24523,2-No,2-No,32-Town: Distant,1-Yes,VA-010,VA-010-0101200
233,BEDFORD SCIENCE AND TECHNOLOGY CENTER,Virginia,510036000142,Bedford County,†,24523,2-No,1-Yes,32-Town: Distant,†,VA-010,VA-010-0100010
234,BEECH TREE ELEM,Virginia,510126000428,Fairfax County,†,22042,2-No,2-No,21-Suburb: Large,1-Yes,VA-029,VA-029-0291730
235,BEECHFIELD ELEMENTARY/MIDDLE,Maryland,240009000155,Baltimore city,†,21229,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300246
236,BEERS ES,District of Columbia,110003000118,District of Columbia,†,20020,†,–,11-City: Large,–,DC-001,DC-001-206
237,BEL AIR ELEM,Virginia,510313001285,Prince William County,†,22193,2-No,2-No,21-Suburb: Large,1-Yes,VA-075,VA-075-0750670
238,BEL AIR ELEMENTARY,Maryland,240003000005,Allegany County,†,21502,2-No,2-No,41-Rural: Fringe,1-Yes,MD-01,MD-01-010702
239,BEL AIR ELEMENTARY,Maryland,240039000681,Harford County,†,21014,2-No,2-No,22-Suburb: Mid-size,†,MD-12,MD-12-120314
240,BEL AIR HIGH,Maryland,240039000683,Harford County,†,21014,2-No,2-No,22-Suburb: Mid-size,†,MD-12,MD-12-120373
241,BEL AIR MIDDLE,Maryland,240039001397,Harford County,†,21014,2-No,2-No,22-Suburb: Mid-size,†,MD-12,MD-12-120372
242,BEL PRE ELEMENTARY,Maryland,240048000780,Montgomery County,†,20906,2-No,2-No,21-Suburb: Large,1-Yes,MD-15,MD-15-150780
243,BELFAST ELK GARDEN ELEM,Virginia,510342001512,Russell County,†,24280,2-No,2-No,42-Rural: Distant,1-Yes,VA-083,VA-083-0830580
244,BELFIELD ELEM,Virginia,510174000703,Greensville County,†,23847,2-No,2-No,41-Rural: Fringe,†,VA-040,VA-040-0400260
245,BELLE GROVE ELEMENTARY,Maryland,240006000043,Anne Arundel County,†,21225,2-No,2-No,21-Suburb: Large,1-Yes,MD-02,MD-02-021082
246,BELLE HETH ELEM,Virginia,510318001342,Radford city,†,24141,2-No,2-No,13-City: Small,2-No,VA-122,VA-122-1220010
247,BELLE VIEW ELEM,Virginia,510126000429,Fairfax County,†,22307,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0290560
248,BELLEVUE ELEM,Virginia,510324001860,Richmond city,†,23223,2-No,2-No,12-City: Mid-size,1-Yes,VA-123,VA-123-1230100
249,BELLOWS SPRING ELEMENTARY,Maryland,240042001551,Howard County,†,21043,2-No,2-No,21-Suburb: Large,†,MD-13,MD-13-130218
250,BELLS MILL ELEMENTARY,Maryland,240048000781,Montgomery County,†,20854,2-No,2-No,21-Suburb: Large,†,MD-15,MD-15-150607
251,BELLWOOD ELEM,Virginia,510084000315,Chesterfield County,†,23237,2-No,2-No,21-Suburb: Large,1-Yes,VA-021,VA-021-0210660
252,BELMONT ELEM,Virginia,510313001286,Prince William County,†,22191,1-Yes,2-No,21-Suburb: Large,1-Yes,VA-075,VA-075-0750600
253,BELMONT ELEMENTARY,Maryland,240048000782,Montgomery County,†,20832,2-No,2-No,21-Suburb: Large,†,MD-15,MD-15-150513
254,BELMONT ELEMENTARY,Maryland,240009000156,Baltimore city,†,21216,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300217
255,BELMONT RIDGE MIDDLE,Virginia,510225002414,Loudoun County,†,20176,2-No,2-No,21-Suburb: Large,†,VA-053,VA-053-0530940
256,BELMONT STATION ELEM,Virginia,510225002449,Loudoun County,†,20147,2-No,2-No,21-Suburb: Large,†,VA-053,VA-053-0530300
257,BELTSVILLE ACADEMY,Maryland,240051000978,Prince George's County,†,20705,2-No,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-160104
258,BELVEDERE ELEM,Virginia,510126000061,Fairfax County,†,22041,2-No,2-No,21-Suburb: Large,1-Yes,VA-029,VA-029-0290720
259,BELVEDERE ELEMENTARY,Maryland,240006000044,Anne Arundel County,†,21012,2-No,2-No,21-Suburb: Large,†,MD-02,MD-02-022062
260,BELVIEW ELEM,Virginia,510252001014,Montgomery County,†,24141,2-No,2-No,41-Rural: Fringe,1-Yes,VA-060,VA-060-0600700
261,BEN. FRANKLIN MIDDLE-EAST,Virginia,510144002148,Franklin County,†,24151,2-No,2-No,32-Town: Distant,†,VA-033,VA-033-0330032
262,BEN. FRANKLIN MIDDLE-WEST,Virginia,510144002187,Franklin County,†,24151,2-No,2-No,32-Town: Distant,†,VA-033,VA-033-0330031
263,BENFIELD ELEMENTARY,Maryland,240006000045,Anne Arundel County,†,21146,2-No,2-No,21-Suburb: Large,†,MD-02,MD-02-022072
264,BENJAMIN BANNEKER ELEMENTARY,Maryland,240060001216,St. Mary's County,†,20656,2-No,2-No,41-Rural: Fringe,†,MD-18,MD-18-180302
265,BENJAMIN BANNEKER HS,District of Columbia,110003000153,District of Columbia,†,20001,†,–,11-City: Large,–,DC-001,DC-001-402
266,BENJAMIN BANNEKER MIDDLE,Maryland,240048000783,Montgomery County,†,20866,2-No,2-No,21-Suburb: Large,1-Yes,MD-15,MD-15-150333
267,BENJAMIN D. FOULOIS ACADEMY,Maryland,240051001684,Prince George's County,†,20746,1-Yes,2-No,21-Suburb: Large,†,MD-16,MD-16-160638
268,BENJAMIN FRANKLIN HIGH SCHOOL AT MASONVILLE COVE,Maryland,240009000157,Baltimore city,†,21225,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300239
269,BENJAMIN STODDERT MIDDLE,Maryland,240051001464,Prince George's County,†,20748,2-No,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-160615
270,BENJAMIN STODDERT MIDDLE SCHOOL,Maryland,240027000583,Charles County,†,20602,2-No,2-No,22-Suburb: Mid-size,1-Yes,MD-08,MD-08-080613
271,BENJAMIN SYMS MIDDLE,Virginia,510180000730,Hampton city,†,23669,2-No,2-No,12-City: Mid-size,1-Yes,VA-112,VA-112-1120350
272,BENJAMIN TASKER MIDDLE SCHOOL,Maryland,240051000982,Prince George's County,†,20715,2-No,2-No,21-Suburb: Large,†,MD-16,MD-16-160714
273,BENNETT ELEM,Virginia,510313001402,Prince William County,†,20110,2-No,2-No,21-Suburb: Large,†,VA-075,VA-075-0750840
274,BENNETT MIDDLE,Maryland,240069001299,Wicomico County,†,21826,2-No,2-No,23-Suburb: Small,†,MD-22,MD-22-221308
275,BENSLEY ELEM,Virginia,510084000316,Chesterfield County,†,23237,2-No,2-No,21-Suburb: Large,1-Yes,VA-021,VA-021-0210430
276,BERKELEY ELEM,Virginia,510364001586,Spotsylvania County,†,22553,2-No,2-No,42-Rural: Distant,1-Yes,VA-088,VA-088-0880340
277,BERKELEY GLENN ELEM,Virginia,510393001754,Waynesboro city,†,22980,2-No,2-No,13-City: Small,†,VA-130,VA-130-1300650
278,BERKELEY MIDDLE,Virginia,510402001770,Williamsburg city,†,23185,2-No,2-No,23-Suburb: Small,†,VA-131,VA-131-1310060
279,BERKLEY/CAMPOSTELLA EARLY CHILDHOOD CENTER,Virginia,510267001092,Norfolk city,†,23523,2-No,2-No,12-City: Mid-size,†,VA-118,VA-118-1180510
280,BERKSHIRE ELEMENTARY,Maryland,240012000349,Baltimore County,†,21224,2-No,2-No,21-Suburb: Large,1-Yes,MD-03,MD-03-031205
281,BERLIN INTERMEDIATE,Maryland,240072001323,Worcester County,†,21811,2-No,2-No,32-Town: Distant,2-No,MD-23,MD-23-230311
282,BERRY ELEMENTARY SCHOOL,Maryland,240027000805,Charles County,†,20603,2-No,2-No,22-Suburb: Mid-size,†,MD-08,MD-08-080622
283,BERWYN HEIGHTS ELEMENTARY,Maryland,240051001272,Prince George's County,†,20740,2-No,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-162109
284,BESSIE WELLER ELEM,Virginia,510369001604,Staunton city,†,24401,2-No,2-No,13-City: Small,1-Yes,VA-126,VA-126-1260070
285,BESTER ELEMENTARY,Maryland,240066001253,Washington County,†,21740,2-No,2-No,13-City: Small,1-Yes,MD-21,MD-21-211701
286,BETHEL ELEM,Virginia,510162001616,Gloucester County,†,23061,2-No,2-No,41-Rural: Fringe,2-No,VA-036,VA-036-0360381
287,BETHEL HIGH,Virginia,510180000731,Hampton city,†,23666,2-No,2-No,12-City: Mid-size,†,VA-112,VA-112-1120430
288,BETHEL MANOR ELEM,Virginia,510415001811,York County,†,23665,2-No,2-No,21-Suburb: Large,2-No,VA-098,VA-098-0980180
289,BETHESDA ELEMENTARY,Maryland,240048000785,Montgomery County,†,20814,2-No,2-No,13-City: Small,†,MD-15,MD-15-150401
290,BETHESDA-CHEVY CHASE HIGH,Maryland,240048000784,Montgomery County,†,20814,2-No,2-No,13-City: Small,†,MD-15,MD-15-150406
291,BETTIE WEAVER ELEM,Virginia,510084000762,Chesterfield County,†,23113,2-No,2-No,21-Suburb: Large,†,VA-021,VA-021-0210510
292,BEULAH ELEM,Virginia,510084000317,Chesterfield County,†,23237,2-No,2-No,21-Suburb: Large,1-Yes,VA-021,VA-021-0210130
293,BEVERLEY MANOR MIDDLE,Virginia,510030002140,Augusta County,†,24401,2-No,2-No,23-Suburb: Small,†,VA-008,VA-008-0080212
294,BEVERLY FARMS ELEMENTARY,Maryland,240048000786,Montgomery County,†,20854,2-No,2-No,21-Suburb: Large,†,MD-15,MD-15-150226
295,BIG ISLAND ELEM,Virginia,510036000145,Bedford County,†,24526,2-No,2-No,42-Rural: Distant,1-Yes,VA-010,VA-010-0100030
296,BINFORD MIDDLE,Virginia,510324001356,Richmond city,†,23220,2-No,2-No,12-City: Mid-size,1-Yes,VA-123,VA-123-1230050
297,BIRDNECK ELEM,Virginia,510384002085,Virginia Beach city,†,23451,2-No,2-No,11-City: Large,1-Yes,VA-128,VA-128-1280060
298,BLACKSBURG HIGH,Virginia,510252001016,Montgomery County,†,24060,2-No,2-No,13-City: Small,†,VA-060,VA-060-0600760
299,BLACKSBURG MIDDLE,Virginia,510252001017,Montgomery County,†,24060,2-No,2-No,13-City: Small,†,VA-060,VA-060-0600710
300,BLACKSTONE PRIMARY,Virginia,510279001166,Nottoway County,†,23824,2-No,2-No,32-Town: Distant,1-Yes,VA-067,VA-067-0670340
301,BLACKWELL ELEM,Virginia,510324001357,Richmond city,†,23224,2-No,2-No,12-City: Mid-size,1-Yes,VA-123,VA-123-1230170
302,BLADENSBURG ELEMENTARY,Maryland,240051000985,Prince George's County,†,20710,2-No,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-160205
303,BLADENSBURG HIGH,Maryland,240051000987,Prince George's County,†,20710,1-Yes,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-160208
304,BLAIR MIDDLE,Virginia,510267001082,Norfolk city,†,23517,1-Yes,2-No,12-City: Mid-size,†,VA-118,VA-118-1180020
305,BLAND COUNTY ELEM,VIRGINIA,510039003002,Bland County,†,24315,2-No,2-No,42-Rural: Distant,1-Yes,VA-011,VA-011-0110250
306,BLAND COUNTY HIGH,VIRGINIA,510039003009,Bland County,†,24366,2-No,2-No,42-Rural: Distant,†,VA-011,VA-011-0110260
307,BLUE RIDGE CROSSROADS GOV ACAD FOR TECHNICAL ED,VIRGINIA,510069002985,Carroll County,†,24343,2-No,2-No,42-Rural: Distant,†,VA-018,VA-018-0187313
308,BLUE RIDGE ELEM,Virginia,510288001185,Patrick County,†,24053,2-No,2-No,42-Rural: Distant,1-Yes,VA-070,VA-070-0700440
309,BLUE RIDGE GOV. SCH.,Virginia,510006202562,Fluvanna County,†,22963,1-Yes,1-Yes,42-Rural: Distant,†,VA-273,VA-273-2730010
310,BLUE RIDGE JUVENILE DETENTION HOME,Virginia,510004202378,Albemarle County,†,22902,2-No,2-No,23-Suburb: Small,†,VA-901,VA-901-9010003
311,BLUE RIDGE MIDDLE,Virginia,510225000912,Loudoun County,†,20132,2-No,2-No,31-Town: Fringe,†,VA-053,VA-053-0530790
312,BLUESTONE  HIGH,Virginia,510246000996,Mecklenburg County,†,23968,2-No,2-No,42-Rural: Distant,†,VA-058,VA-058-0580980
313,BLUESTONE ELEMENTARY,VIRGINIA,510186003043,Harrisonburg city,†,22801,2-No,2-No,13-City: Small,1-Yes,VA-113,VA-113-1130120
314,BLUESTONE MIDDLE,Virginia,510246000995,Mecklenburg County,†,23968,2-No,2-No,42-Rural: Distant,†,VA-058,VA-058-0580960
315,BLUFORD DREW JEMISON STEM ACADEMY WEST,Maryland,240009001675,Baltimore city,†,21217,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300364
316,BODKIN ELEMENTARY,Maryland,240006000046,Anne Arundel County,†,21122,2-No,2-No,21-Suburb: Large,†,MD-02,MD-02-022082
317,BOHEMIA MANOR HIGH,Maryland,240024000558,Cecil County,†,21915,2-No,2-No,41-Rural: Fringe,†,MD-07,MD-07-070204
318,BOHEMIA MANOR MIDDLE,Maryland,240024000791,Cecil County,†,21915,2-No,2-No,41-Rural: Fringe,†,MD-07,MD-07-070206
319,BOLLMAN BRIDGE ELEMENTARY,Maryland,240042001507,Howard County,†,20794,2-No,2-No,21-Suburb: Large,1-Yes,MD-13,MD-13-130620
320,BON AIR ELEM,Virginia,510084000318,Chesterfield County,†,23235,2-No,2-No,21-Suburb: Large,†,VA-021,VA-021-0210020
321,BOND MILL ELEMENTARY,Maryland,240051000988,Prince George's County,†,20707,2-No,2-No,21-Suburb: Large,†,MD-16,MD-16-161011
322,BONNIE BRAE ELEM,Virginia,510126002116,Fairfax County,†,22032,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0292000
323,BONNIE BRANCH MIDDLE,Maryland,240042001172,Howard County,†,21043,2-No,2-No,21-Suburb: Large,2-No,MD-13,MD-13-130108
324,BONSACK ELEM,Virginia,510333001919,Roanoke County,†,24019,2-No,2-No,22-Suburb: Mid-size,†,VA-080,VA-080-0800752
325,BOOKER ELEM,Virginia,510180000732,Hampton city,†,23669,2-No,2-No,12-City: Mid-size,1-Yes,VA-112,VA-112-1120470
326,BOOKER T. WASHINGTON ELEM,Virginia,510371001613,Suffolk city,†,23434,2-No,2-No,21-Suburb: Large,1-Yes,VA-127,VA-127-1270050
327,BOOKER T. WASHINGTON HIGH,Virginia,510267001079,Norfolk city,†,23504,2-No,2-No,12-City: Mid-size,1-Yes,VA-118,VA-118-1180880
328,BOOKER T. WASHINGTON MIDDLE,Maryland,240009000160,Baltimore city,†,21217,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300130
329,BOONES MILL ELEM,Virginia,510144000632,Franklin County,†,24065,2-No,2-No,41-Rural: Fringe,†,VA-033,VA-033-0331370
330,BOONSBORO ELEM,Virginia,510036000147,Bedford County,†,24503,2-No,2-No,41-Rural: Fringe,†,VA-010,VA-010-0100160
331,BOONSBORO ELEMENTARY,Maryland,240066001254,Washington County,†,21713,1-Yes,2-No,22-Suburb: Mid-size,†,MD-21,MD-21-210603
332,BOONSBORO HIGH,Maryland,240066001256,Washington County,†,21713,2-No,2-No,22-Suburb: Mid-size,†,MD-21,MD-21-210601
333,BOONSBORO MIDDLE,Maryland,240066001255,Washington County,†,21713,1-Yes,2-No,22-Suburb: Mid-size,†,MD-21,MD-21-210602
334,BOTETOURT ELEM,Virginia,510162000679,Gloucester County,†,23061,2-No,2-No,31-Town: Fringe,2-No,VA-036,VA-036-0360100
335,BOTETOURT TECH EDUC CTR,Virginia,510042000165,Botetourt County,†,24090,2-No,2-No,41-Rural: Fringe,†,VA-012,VA-012-0120010
336,BOWIE HIGH,Maryland,240051000990,Prince George's County,†,20715,2-No,2-No,21-Suburb: Large,†,MD-16,MD-16-161423
337,BOWLING GREEN ELEM,Virginia,510066000237,Caroline County,†,22514,2-No,2-No,42-Rural: Distant,1-Yes,VA-017,VA-017-0170620
338,BOYCE ELEM,Virginia,510087000352,Clarke County,†,22620,2-No,2-No,41-Rural: Fringe,2-No,VA-022,VA-022-0220250
339,BRADBURY HEIGHTS ELEMENTARY,Maryland,240051000991,Prince George's County,†,20743,2-No,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-160606
340,BRADDOCK ELEM,Virginia,510126000431,Fairfax County,†,22003,1-Yes,2-No,21-Suburb: Large,1-Yes,VA-029,VA-029-0291090
341,BRADDOCK MIDDLE,Maryland,240003000006,Allegany County,†,21502,2-No,2-No,13-City: Small,†,MD-01,MD-01-010504
342,BRADLEY HILLS ELEMENTARY,Maryland,240048000787,Montgomery County,†,20817,2-No,2-No,13-City: Small,†,MD-15,MD-15-150410
343,BRAMBLETON MIDDLE SCHOOL,VIRGINIA,510225003036,Loudoun County,†,20148,2-No,2-No,41-Rural: Fringe,†,VA-053,VA-053-0531120
344,BRANDON MIDDLE,Virginia,510384001677,Virginia Beach city,†,23464,2-No,2-No,11-City: Large,†,VA-128,VA-128-1280790
345,BRANDYWINE ELEMENTARY,Maryland,240051000992,Prince George's County,†,20613,2-No,2-No,21-Suburb: Large,†,MD-16,MD-16-161101
346,BREAKING BARRIERS ALTERNATIVE ED/HENRY CO,Virginia,510009902369,Henry County,†,24112,2-No,1-Yes,41-Rural: Fringe,†,VA-423,VA-423-4230423
347,BREAKTHROUGH MONTESSORI PCS,DISTRICT OF COLUMBIA,110010400507,District of Columbia,†,20011,†,–,11-City: Large,–,DC-189,DC-189-289
348,BRECKINRIDGE ELEM,Virginia,510042000166,Botetourt County,†,24090,2-No,2-No,41-Rural: Fringe,2-No,VA-012,VA-012-0120220
349,BRECKINRIDGE MIDDLE,Virginia,510330001413,Roanoke city,†,24012,2-No,2-No,13-City: Small,1-Yes,VA-124,VA-124-1240210
350,BREHMS LANE PUBLIC CHARTER SCHOOL,Maryland,240009000161,Baltimore city,†,21213,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300231
351,BREN MAR PARK ELEM,Virginia,510126000073,Fairfax County,†,22312,2-No,2-No,21-Suburb: Large,1-Yes,VA-029,VA-029-0290940
